id,x,y,theta
744,-9.2215,-14.4826,0.911396
745,-9.19947,-14.4748,0.318054
746,-8.65675,-14.4893,-0.156696
747,-8.00897,-14.5972,-0.191889
748,-7.42933,-14.7339,-0.26015
749,-7.34385,-14.7462,0.169189
750,-7.33356,-14.7262,1.09654
751,-7.3716,-14.4533,1.737
752,-7.43754,-13.8261,1.63374
753,-7.48391,-13.1849,1.697
754,-7.49948,-12.5393,1.53496
755,-7.49113,-11.9174,1.62185
756,-7.46417,-11.2783,1.44385
757,-7.40166,-10.651,1.55456
758,-7.43085,-10.0768,1.69382
759,-7.42926,-9.53017,1.56805
760,-7.47352,-8.90602,1.65845
761,-7.48452,-8.85168,1.81516
762,-7.53103,-8.83436,2.74743
763,-8.10912,-8.76328,3.03823
764,-8.53158,-8.71478,3.00941
765,-8.52621,-8.70975,-2.63759
766,-8.52738,-8.71598,-1.64209
767,-8.51487,-8.72528,-0.715722
768,-8.48658,-8.72536,0.00305932
769,-7.85258,-8.61287,0.158329
770,-7.20052,-8.5311,0.0897961
771,-7.11927,-8.51812,0.647275
772,-7.11594,-8.50888,1.51052
773,-7.10698,-7.92765,1.59489
774,-7.13283,-7.37803,1.61572
775,-7.1229,-7.37696,2.45649
776,-7.33177,-7.35485,3.07072
777,-7.94462,-7.32155,3.12842
778,-8.5563,-7.31994,3.10623
779,-9.15194,-7.30576,3.12195
780,-9.34449,-7.29332,2.9888
781,-9.34416,-7.28844,2.40969
782,-9.4746,-7.00796,1.9755
783,-9.70912,-6.42581,1.97272
784,-9.81006,-6.18907,1.94914
785,-9.80193,-6.14171,1.39197
786,-9.77002,-6.1074,0.798197
787,-9.73544,-6.09298,0.30272
788,-9.70253,-6.09968,-0.332166
789,-9.69567,-6.10268,-0.889358
790,-9.40533,-6.50507,-0.959054
791,-9.0184,-7.00154,-0.86315
792,-8.7656,-7.21255,-0.165377
793,-8.18049,-7.29128,-0.114587
794,-7.56865,-7.34597,-0.0370507
795,-7.61399,-7.37244,0.403459
796,-7.63723,-7.3674,1.07766
797,-7.55942,-7.05631,1.34646
798,-7.42393,-6.42575,1.40256
799,-7.34024,-5.77484,1.47434
800,-7.29418,-5.11985,1.55328
801,-7.31548,-4.48342,1.63957
802,-7.38017,-3.85389,1.69758
803,-7.37346,-3.22244,1.53324
804,-7.36374,-2.59059,1.58938
805,-7.40809,-1.95588,1.66588
806,-7.479,-1.35337,1.70747
807,-7.5143,-1.15452,1.99275
808,-7.52115,-1.15412,2.93494
809,-8.11264,-1.12896,3.07744
810,-8.73293,-1.00769,2.93523
811,-9.33458,-0.896871,2.9304
812,-9.33724,-0.887655,-2.62546
813,-9.34492,-0.893297,-1.6558
814,-9.34733,-0.891476,-0.669292
815,-9.32249,-0.892599,0.244608
816,-9.30805,-0.877512,0.921533
817,-9.29016,-0.868144,0.248659
818,-9.07194,-0.907466,-0.243599
819,-8.48792,-1.05191,-0.231156
820,-7.90254,-1.20131,-0.274195
821,-7.36468,-1.3493,-0.260186
822,-7.37114,-1.3434,0.473909
823,-7.36529,-1.3095,1.36051
824,-7.2494,-0.703736,1.29252
825,-7.0617,-0.108215,1.27291
826,-6.96157,0.517857,1.44833
827,-6.86348,1.13416,1.40953
828,-6.78029,1.76222,1.45439
829,-6.69478,2.36161,1.416
830,-6.596,2.96568,1.40888
831,-6.4802,3.53631,1.3633
832,-6.36955,4.09286,1.36078
833,-6.31679,4.34733,1.49976
834,-6.33164,4.3555,2.55875
835,-6.36618,4.35422,-2.94353
836,-6.38682,4.34104,-1.99659
837,-6.39545,4.33071,-0.955949
838,-6.40361,4.32502,-0.0901848
839,-6.42705,4.33213,-0.306945
840,-6.42864,4.33749,-0.867111
841,-6.42408,4.32637,-1.48154
842,-6.45329,4.07979,-1.71079
843,-6.53809,3.51579,-1.71221
844,-6.62001,2.88955,-1.71904
845,-6.71982,2.26353,-1.73248
846,-6.81093,1.63319,-1.72943
847,-6.92523,1.01005,-1.75472
848,-6.9488,0.827076,-1.27326
849,-6.95059,0.827678,-0.349393
850,-6.59966,0.823742,0.00480902
851,-5.97413,0.798686,-0.0871688
852,-5.35412,0.738018,-0.0722925
853,-4.76157,0.696945,-0.099731
854,-4.17832,0.630444,-0.0972541
855,-3.58626,0.581426,-0.0985705
856,-2.93025,0.497252,-0.13955
857,-2.27544,0.409099,-0.14937
858,-1.62708,0.288144,-0.204167
859,-1.10655,0.184946,-0.211289
860,-1.08681,0.198015,0.639683
861,-1.07255,0.301891,1.5547
862,-1.03572,0.960009,1.49479
863,-0.979615,1.60285,1.46202
864,-0.894162,2.21073,1.45964
865,-0.853965,2.81989,1.51698
866,-0.810175,3.40342,1.5156
867,-0.80261,3.56115,1.69649
868,-0.799729,3.57409,2.72038
869,-0.797776,3.58061,-2.58437
870,-0.781074,3.58046,-1.58477
871,-0.765016,3.56941,-0.611027
872,-0.744368,3.5669,0.0739611
873,-0.71891,3.55552,-0.49892
874,-0.701178,3.53934,-1.05886
875,-0.690629,3.53133,-1.64571
876,-0.810913,2.97396,-1.80359
877,-0.963223,2.43131,-1.88853
878,-1.01475,2.22258,-1.50592
879,-0.914181,1.58232,-1.45518
880,-0.878966,1.13253,-1.56818
881,-0.879247,1.18012,-1.56311
882,-0.93546,0.541322,-1.80997
883,-1.15177,-0.0536747,-2.00102
884,-1.31078,-0.385789,-2.06829
885,-1.31064,-0.38932,-1.487
886,-1.28625,-0.403341,-0.46845
887,-1.26681,-0.407525,0.543449
888,-1.2602,-0.397804,1.52802
889,-1.25006,-0.396103,2.42623
890,-1.56278,-0.243882,2.69981
891,-2.09806,0.0223329,2.62918
892,-2.62854,0.341372,2.59332
893,-3.17529,0.640327,2.82924
894,-3.7851,0.755123,3.04993
895,-4.38414,0.711464,-2.93537
896,-4.4029,0.717523,-2.45782
897,-4.70253,0.2775,-2.18624
898,-5.05893,-0.23431,-2.17213
899,-5.34948,-0.64447,-2.24145
900,-5.76878,-1.18787,-2.2453
901,-6.14547,-1.62976,-2.31139
902,-6.56854,-2.11838,-2.28784
903,-6.88991,-2.49371,-2.33438
904,-6.84953,-2.49774,-1.64374
905,-6.84555,-2.97752,-1.58144
906,-6.82058,-3.54926,-1.50909
907,-6.76739,-4.11925,-1.51174
908,-6.72093,-4.76466,-1.4846
909,-6.65882,-5.39751,-1.50049
910,-6.67878,-5.5089,-1.86683
911,-6.83411,-6.07066,-1.80413
912,-6.95271,-6.63358,-1.79042
913,-7.06209,-7.17515,-1.78154
914,-7.18317,-7.75995,-1.80438
915,-7.30044,-8.26245,-1.8404
916,-7.22577,-8.53511,-1.29144
917,-7.08112,-9.16987,-1.54518
918,-7.09692,-9.69638,-1.62038
919,-7.12396,-10.3226,-1.66356
920,-7.18274,-10.9434,-1.68119
921,-7.24844,-11.5569,-1.73475
922,-7.34435,-12.1611,-1.76232
923,-7.45594,-12.7218,-1.8263
924,-7.58094,-13.2003,-1.81026
925,-7.58152,-13.1997,-1.30671
926,-7.41733,-13.764,-1.29122
927,-7.24657,-14.3557,-1.31534
928,-7.08549,-14.9629,-1.32518
929,-6.93162,-15.5675,-1.32708
930,-6.7802,-16.2003,-1.41541
931,-6.69376,-16.8238,-1.50157
932,-6.65077,-17.4433,-1.56691
933,-6.65303,-18.0429,-1.63761
934,-6.67559,-18.511,-1.65307
935,-6.60838,-18.562,-0.985405
936,-6.61657,-18.5533,-0.01618
937,-6.07007,-18.5351,0.0535923
938,-5.48467,-18.5522,-0.111792
939,-4.87053,-18.6096,-0.0782304
940,-4.25629,-18.6815,-0.163451
941,-3.65139,-18.7934,-0.216644
942,-3.13266,-18.9065,-0.211841
943,-2.5193,-19.0387,-0.123295
944,-1.90445,-19.1174,-0.179895
945,-1.27729,-19.2458,-0.235251
946,-1.10134,-19.2904,-0.17117
947,-0.687548,-19.2259,0.156701
948,-0.109042,-19.1347,0.138421
949,0.497011,-19.0982,-0.0161896
950,1.12615,-19.1291,-0.25456
951,1.72995,-19.2985,-0.32587
952,2.34174,-19.4724,-0.0740313
953,2.97815,-19.4999,0.00701996
954,3.60415,-19.4898,0.000352582
955,4.17358,-19.525,-0.159981
956,4.73048,-19.602,-0.161771
957,5.25582,-19.6891,-0.248844
958,5.73774,-19.8029,-0.275027
959,6.18788,-19.9208,-0.341462
960,6.77772,-20.0778,-0.261615
961,7.36111,-20.2467,-0.288875
962,7.98066,-20.3698,-0.223436
963,8.58697,-20.4462,-0.0367317
964,9.2097,-20.4817,-0.100837
965,9.82365,-20.555,-0.107978
966,10.2698,-20.611,-0.166945
967,10.288,-20.6124,0.686529
968,10.3099,-20.6208,1.5833
969,10.312,-20.6496,1.64276
970,10.3149,-20.6792,1.64102
971,10.2908,-20.348,1.64114
972,10.2457,-19.7636,1.64674
973,10.3175,-19.179,1.3617
974,10.4501,-18.5787,1.39347
975,10.5543,-17.9732,1.39802
976,10.6518,-17.3652,1.41086
977,10.7814,-16.7376,1.3848
978,10.8949,-16.1242,1.43098
979,11.0027,-15.5069,1.41885
980,11.0926,-14.8979,1.46581
981,11.1733,-14.2963,1.47261
982,11.2221,-13.7591,1.51719
983,11.2641,-13.163,1.51403
984,11.284,-12.5722,1.57164
985,11.2875,-11.9798,1.59215
986,11.2647,-11.3635,1.62869
987,11.2433,-10.7447,1.59219
988,11.2379,-10.1303,1.60607
989,11.2149,-9.51677,1.61383
990,11.1996,-8.90647,1.60317
991,11.1761,-8.2938,1.6281
992,11.1626,-7.70694,1.59561
993,11.1405,-7.0926,1.62843
994,11.1157,-6.50725,1.61853
995,11.0761,-5.92312,1.66463
996,11.0095,-5.3228,1.69062
997,10.9578,-4.68102,1.62497
998,10.9343,-4.2843,1.6457
999,10.956,-4.30693,2.36032
1000,10.4938,-3.95066,2.5075
1001,10.0406,-3.54718,2.18458
1002,9.67757,-3.08055,2.27589
1003,9.32449,-2.58171,2.09468
1004,8.98845,-2.04855,2.15122
1005,8.63836,-1.55687,2.21196
1006,8.2466,-1.08033,2.28764
1007,7.83766,-0.654645,2.37761
1008,7.59748,-0.439895,2.53531
1009,7.50051,-0.422512,3.01003
1010,6.93729,-0.36098,3.06465
1011,6.3297,-0.321444,3.02275
1012,5.71746,-0.256208,3.06578
1013,5.07392,-0.258435,-3.10123
1014,4.46949,-0.212636,3.0079
1015,3.8423,-0.173793,3.09336
1016,3.0707,-0.138121,3.10084
1017,2.48474,-0.126047,3.04482
1018,1.9279,-0.0647735,3.05316
1019,1.33402,-0.0415956,3.11387
1020,0.719854,-0.00764762,3.10099
1021,0.0988423,0.0179221,3.06153
1022,0.0459718,0.0217819,3.05537
1023,0.0542191,0.0219432,-3.13998
1024,-0.571127,0.0252253,-3.11253
1025,-1.19874,-0.0112546,-3.09385
1026,-1.35861,-0.018176,-3.08559
1027,-1.35089,-0.00511384,-2.16515
1028,-1.36184,-0.168832,-1.59907
1029,-1.37982,-0.731794,-1.61951
1030,-1.43278,-1.36418,-1.70336
1031,-1.53658,-2.02031,-1.76084
1032,-1.66002,-2.67721,-1.75992
1033,-1.79895,-3.33066,-1.80848
1034,-1.8426,-3.49861,-2.02685
1035,-1.83168,-3.49716,-2.65417
1036,-1.78989,-3.50565,3.05075
1037,-2.10642,-3.37739,2.80762
1038,-2.69301,-3.25031,2.89506
1039,-3.3052,-3.07296,2.86018
1040,-3.2793,-3.0723,-2.80119
1041,-3.22913,-3.08314,-1.79651
1042,-3.21152,-3.10661,-0.820529
1043,-3.18815,-3.14085,0.13739
1044,-3.2005,-3.16854,1.11908
1045,-3.17741,-3.13153,1.01476
1046,-3.17682,-3.12932,0.644217
1047,-3.22464,-3.13364,0.107376
1048,-2.92066,-3.20406,-0.192318
1049,-2.33127,-3.3054,-0.167386
1050,-1.73325,-3.37871,-0.0832596
1051,-1.06187,-3.45638,-0.171572
1052,-0.417343,-3.54619,-0.127867
1053,0.0126396,-3.61297,-0.189766
1054,0.0510694,-3.55573,0.548987
1055,0.0510109,-3.46012,1.58206
1056,0.069385,-3.44492,2.56003
1057,0.124501,-3.4692,-2.70856
1058,0.14179,-3.51162,-1.76436
1059,-0.000559867,-4.12786,-1.83874
1060,-0.179828,-4.79154,-1.82842
1061,-0.319452,-5.2623,-1.94463
1062,-0.313917,-5.26837,-2.50565
1063,-0.285998,-5.26794,-3.10003
1064,-0.558308,-5.2056,2.92
1065,-1.13747,-5.11632,3.04361
1066,-1.69278,-5.04579,2.98894
1067,-1.67929,-5.03973,-2.85889
1068,-1.67457,-5.03677,-2.18243
1069,-1.67368,-5.03587,-2.01028
1070,-1.66042,-5.03633,-2.54619
1071,-2.13565,-5.28093,-2.67179
1072,-2.58675,-5.50404,-2.73902
1073,-2.55258,-5.50746,3.03592
1074,-3.07545,-5.42753,3.00289
1075,-3.64603,-5.3428,3.02074
1076,-3.66989,-5.33622,-2.86063
1077,-3.69103,-5.37626,-2.05805
1078,-3.94664,-5.99642,-2.01466
1079,-4.19744,-6.5792,-1.95445
1080,-4.17803,-6.58828,-2.4451
1081,-4.6088,-6.86811,-2.5705
1082,-4.79354,-6.9988,-2.2926
1083,-4.76904,-7.05591,-1.26238
1084,-4.68681,-7.08401,-0.296967
1085,-4.684,-7.06116,0.701315
1086,-4.31614,-6.5734,0.937483
1087,-3.9316,-6.06608,0.929108
1088,-3.56883,-5.55635,0.915919
1089,-3.51901,-5.49322,0.821135
1090,-3.53179,-5.48496,0.20741
1091,-2.99948,-5.45388,0.0313455
1092,-2.38506,-5.43968,0.016839
1093,-1.82155,-5.44224,-0.0475216
1094,-1.80533,-5.44895,-0.451218
1095,-1.78488,-5.46107,-1.04046
1096,-1.77927,-5.45466,-1.6112
1097,-1.86358,-5.78513,-1.82634
1098,-2.04155,-6.38744,-1.88292
1099,-2.24815,-6.94912,-1.97887
1100,-2.25429,-6.96776,-1.61562
1101,-2.19507,-7.23277,-1.34958
1102,-2.19561,-7.24184,-1.74309
1103,-2.32267,-7.85239,-1.77676
1104,-2.46039,-8.48907,-1.80435
1105,-2.6154,-9.11187,-1.82214
1106,-2.74115,-9.58938,-1.84727
1107,-2.74033,-9.59787,-1.59101
1108,-2.70927,-10.2251,-1.58307
1109,-2.76291,-10.8699,-1.68688
1110,-2.83862,-11.4784,-1.73629
1111,-3.0099,-12.0085,-1.83745
1112,-3.04478,-12.5905,-1.49087
1113,-3.00997,-13.2306,-1.58613
1114,-3.01861,-13.8489,-1.56899
1115,-3.0145,-14.4336,-1.58509
1116,-3.00107,-15.0836,-1.54873
1117,-2.99775,-15.1814,-1.67639
1118,-2.99441,-15.179,-2.28341
1119,-2.98346,-15.1736,-2.7149
1120,-3.54472,-15.3802,-2.77842
1121,-3.7323,-15.448,-2.8969
1122,-3.72571,-15.45,2.83612
1123,-4.27338,-15.2678,2.85314
1124,-4.82889,-15.1416,2.95198
1125,-5.45232,-15.0191,2.96557
1126,-5.53148,-15.0039,-2.97777
1127,-5.52277,-15.0069,-1.92043
1128,-5.51683,-15.0047,-0.932995
1129,-5.49855,-15.0106,0.0826832
1130,-4.90795,-14.9437,0.0964975
1131,-4.1326,-15.0679,-0.335075
1132,-3.519,-15.2843,-0.354591
1133,-2.96915,-15.5114,-0.393107
1134,-2.71437,-15.6184,-0.489912
1135,-2.70423,-15.6295,-1.04559
1136,-2.70428,-15.6334,-1.60719
1137,-2.75733,-15.937,-1.79097
1138,-2.91016,-16.5719,-1.80705
1139,-3.02773,-17.0725,-1.88096
1140,-3.01077,-17.0581,-2.36153
1141,-2.99179,-17.0552,-2.91079
1142,-3.35859,-17.011,3.00672
1143,-3.95941,-16.9608,3.09533
1144,-4.5436,-16.9238,3.064
1145,-5.12523,-16.8752,3.0378
1146,-5.70382,-16.8133,3.05682
1147,-6.28691,-16.7986,3.12869
1148,-6.89147,-16.7937,3.12178
1149,-6.9893,-16.8312,-2.70054
1150,-6.99224,-16.9085,-1.78625
1151,-6.9852,-16.9222,-0.789921
1152,-6.95961,-16.9186,0.255182
1153,-6.94432,-16.9097,1.26038
1154,-7.00949,-16.592,1.80258
1155,-7.15087,-15.9668,1.75163
1156,-7.25543,-15.3597,1.76023
1157,-7.38869,-14.7889,1.86962
1158,-7.5201,-14.1851,1.73928
1159,-7.58327,-13.5861,1.64508
1160,-7.60859,-12.9482,1.50823
1161,-7.51122,-12.3133,1.41858
1162,-7.42227,-11.6787,1.47684
1163,-7.36255,-11.0342,1.47162
1164,-7.3174,-10.3927,1.5574
1165,-7.30981,-9.85008,1.53433
1166,-7.3003,-9.85859,2.0228
1167,-7.25239,-9.86398,2.95898
1168,-7.21926,-9.83729,-2.42122
1169,-7.22343,-9.88991,-1.59987
1170,-7.22963,-10.4741,-1.59342
1171,-7.22542,-11.1081,-1.56198
1172,-7.2253,-11.7029,-1.62477
1173,-7.25158,-12.3249,-1.616
1174,-7.2909,-12.9494,-1.68514
1175,-7.37339,-13.5602,-1.71897
1176,-7.46784,-14.1801,-1.76258
1177,-7.58489,-14.788,-1.76048
1178,-7.71305,-15.3998,-1.80764
1179,-7.84818,-16.0034,-1.77825
1180,-7.90116,-16.256,-1.7852
1181,-7.89969,-16.2563,-0.957016
1182,-7.84171,-16.2708,-0.244789
1183,-7.22484,-16.4171,-0.219458
1184,-6.58864,-16.5291,-0.149912
1185,-5.95783,-16.6366,-0.182184
1186,-5.32296,-16.7286,-0.116022
1187,-4.66647,-16.8111,-0.153159
1188,-4.03619,-16.8981,-0.135108
1189,-3.37246,-17.0005,-0.113487
1190,-3.04065,-17.0386,-0.105532
1191,-3.02472,-17.0442,0.814502
1192,-3.01787,-16.9618,1.61194
1193,-3.01529,-16.3564,1.47985
1194,-2.97733,-15.7802,1.52184
1195,-2.9522,-15.1555,1.57413
1196,-2.95007,-14.5236,1.40141
1197,-2.85016,-13.906,1.41263
1198,-2.78009,-13.2826,1.67142
1199,-2.80164,-12.6628,1.45667
1200,-2.74799,-12.0314,1.52563
1201,-2.72642,-11.4106,1.58141
1202,-2.74057,-10.7861,1.6043
1203,-2.77565,-10.1904,1.5143
1204,-2.66437,-9.59493,1.36744
1205,-2.55881,-9.02964,1.39694
1206,-2.4763,-8.43788,1.45808
1207,-2.34183,-7.82432,1.37189
1208,-2.23224,-7.19785,1.43647
1209,-2.14818,-6.57342,1.43444
1210,-2.08626,-5.95274,1.4549
1211,-1.95716,-5.34032,1.38512
1212,-1.84185,-4.738,1.4385
1213,-1.776,-4.14378,1.5157
1214,-1.68563,-3.39307,1.29872
1215,-1.52821,-2.80713,1.36246
1216,-1.4849,-2.28626,1.58648
1217,-1.46426,-1.73344,1.57217
1218,-1.47333,-1.1432,1.52151
1219,-1.4478,-0.49268,1.5521
1220,-1.46351,0.094212,1.64284
1221,-1.4629,0.0924054,1.19009
1222,-1.4533,0.1025,0.592781
1223,-1.44159,0.105756,0.0331542
1224,-0.864481,0.0357839,-0.149754
1225,-0.245202,-0.0537079,-0.13599
1226,-0.139696,-0.0682547,-0.152721
1227,-0.139696,-0.0682547,-0.153383
