id,x,y,theta
744,-9.22218,-14.4839,0.911293
745,-9.20018,-14.4762,0.317956
746,-8.65744,-14.4907,-0.156789
747,-8.00963,-14.5986,-0.191977
748,-7.42998,-14.7354,-0.260234
749,-7.34448,-14.7478,0.169112
750,-7.33506,-14.7279,1.09646
751,-7.37308,-14.455,1.73691
752,-7.43897,-13.8278,1.63365
753,-7.48529,-13.1867,1.69691
754,-7.50081,-12.5411,1.53487
755,-7.4924,-11.9192,1.62176
756,-7.46539,-11.2801,1.44376
757,-7.40282,-10.6528,1.55447
758,-7.43195,-10.0786,1.69373
759,-7.43031,-9.53199,1.56795
760,-7.47452,-8.9079,1.65836
761,-7.48551,-8.85363,1.81506
762,-7.53204,-8.83629,2.74732
763,-8.11012,-8.76516,3.03812
764,-8.53258,-8.71662,3.00931
765,-8.52722,-8.71159,-2.63769
766,-8.5284,-8.71786,-1.64219
767,-8.51589,-8.72717,-0.715829
768,-8.4876,-8.72725,0.0029513
769,-7.8536,-8.61483,0.158221
770,-7.20153,-8.53313,0.0896879
771,-7.12029,-8.52018,0.647167
772,-7.11697,-8.51096,1.51042
773,-7.10795,-7.92976,1.59478
774,-7.13374,-7.38016,1.61561
775,-7.1238,-7.37911,2.45638
776,-7.33267,-7.35698,3.07061
777,-7.94552,-7.32361,3.1283
778,-8.5572,-7.32193,3.10612
779,-9.15284,-7.30768,3.12184
780,-9.34539,-7.29522,2.98868
781,-9.34506,-7.29033,2.40957
782,-9.47547,-7.00983,1.97539
783,-9.70992,-6.42766,1.9726
784,-9.81083,-6.1909,1.94903
785,-9.80269,-6.14354,1.39186
786,-9.77077,-6.10924,0.798083
787,-9.73618,-6.09481,0.302607
788,-9.70327,-6.10152,-0.332278
789,-9.6964,-6.10451,-0.889468
790,-9.40611,-6.50694,-0.959164
791,-9.01923,-7.00346,-0.863259
792,-8.76645,-7.21449,-0.165485
793,-8.18134,-7.29327,-0.114693
794,-7.56951,-7.34802,-0.0371555
795,-7.61482,-7.37449,0.403357
796,-7.63804,-7.36941,1.07756
797,-7.56016,-7.05827,1.34636
798,-7.42459,-6.42767,1.40246
799,-7.3408,-5.77672,1.47423
800,-7.29464,-5.12167,1.55317
801,-7.31586,-4.48518,1.63946
802,-7.38046,-3.85559,1.69748
803,-7.37366,-3.22408,1.53313
804,-7.36385,-2.59217,1.58928
805,-7.40811,-1.95741,1.66577
806,-7.47893,-1.35485,1.70736
807,-7.51372,-1.15605,1.99265
808,-7.52105,-1.15558,2.93484
809,-8.11254,-1.13037,3.07734
810,-8.73282,-1.00904,2.93513
811,-9.33447,-0.898152,2.9303
812,-9.33712,-0.888924,-2.62556
813,-9.3448,-0.894544,-1.65588
814,-9.34721,-0.892711,-0.669376
815,-9.32237,-0.893829,0.244528
816,-9.30791,-0.87873,0.921457
817,-9.29001,-0.869362,0.248585
818,-9.0718,-0.908699,-0.24367
819,-8.48779,-1.05319,-0.231227
820,-7.90243,-1.20262,-0.274265
821,-7.36459,-1.35064,-0.260255
822,-7.37156,-1.34471,0.473846
823,-7.36528,-1.31069,1.36045
824,-7.24966,-0.704688,1.29249
825,-7.06195,-0.109114,1.27289
826,-6.9618,0.517087,1.44833
827,-6.86371,1.13351,1.40954
828,-6.78053,1.76173,1.4544
829,-6.69506,2.36099,1.41602
830,-6.59631,2.96501,1.4089
831,-6.48055,3.53555,1.36332
832,-6.36995,4.09199,1.36081
833,-6.31721,4.34637,1.49978
834,-6.3321,4.35451,2.55878
835,-6.36671,4.35323,-2.94351
836,-6.38741,4.33997,-1.99657
837,-6.39603,4.32968,-0.955925
838,-6.4042,4.32402,-0.0901558
839,-6.42771,4.33112,-0.306913
840,-6.42933,4.33651,-0.867072
841,-6.42478,4.32543,-1.48149
842,-6.45395,4.07889,-1.71074
843,-6.53875,3.51487,-1.71216
844,-6.6206,2.8888,-1.71899
845,-6.72034,2.26298,-1.73244
846,-6.81138,1.63286,-1.72939
847,-6.9256,1.00996,-1.75468
848,-6.94927,0.82694,-1.27322
849,-6.95095,0.827531,-0.349344
850,-6.59998,0.823614,0.00485757
851,-5.9744,0.798568,-0.087118
852,-5.35429,0.737955,-0.0722455
853,-4.76186,0.696907,-0.099695
854,-4.17872,0.630428,-0.0972262
855,-3.58676,0.58143,-0.0985485
856,-2.9308,0.497284,-0.139523
857,-2.2762,0.408871,-0.149342
858,-1.62791,0.288028,-0.20414
859,-1.10747,0.184867,-0.211263
860,-1.08767,0.197976,0.63971
861,-1.0734,0.301999,1.55473
862,-1.03658,0.960264,1.49482
863,-0.980478,1.60325,1.46205
864,-0.895027,2.21126,1.45967
865,-0.854839,2.82055,1.51701
866,-0.811058,3.4042,1.51563
867,-0.803509,3.56204,1.69652
868,-0.800665,3.575,2.72041
869,-0.798708,3.58153,-2.58434
870,-0.78202,3.58139,-1.58474
871,-0.765987,3.57035,-0.610997
872,-0.745412,3.56769,0.0739873
873,-0.719955,3.55657,-0.498896
874,-0.702223,3.5404,-1.05884
875,-0.691742,3.53224,-1.64569
876,-0.811973,2.97505,-1.80357
877,-0.964176,2.43273,-1.88851
878,-1.01577,2.22382,-1.5059
879,-0.915133,1.58393,-1.45516
880,-0.87991,1.1341,-1.56816
881,-0.880192,1.18165,-1.56309
882,-0.936406,0.542811,-1.80995
883,-1.15273,-0.052229,-2.001
884,-1.31176,-0.384384,-2.06827
885,-1.31161,-0.387996,-1.48698
886,-1.28717,-0.402057,-0.468421
887,-1.2677,-0.406323,0.543483
888,-1.26109,-0.396731,1.52805
889,-1.25053,-0.395884,2.42628
890,-1.56318,-0.243663,2.69986
891,-2.09836,0.0225094,2.62924
892,-2.62874,0.341491,2.59339
893,-3.17543,0.640431,2.82931
894,-3.7852,0.755239,3.05001
895,-4.38427,0.711592,-2.93529
896,-4.40279,0.717777,-2.45772
897,-4.7027,0.277671,-2.18614
898,-5.05908,-0.234288,-2.17201
899,-5.34963,-0.644555,-2.24131
900,-5.76892,-1.18857,-2.24516
901,-6.14622,-1.6308,-2.31124
902,-6.5692,-2.1195,-2.28768
903,-6.89049,-2.49487,-2.33422
904,-6.84991,-2.49907,-1.64353
905,-6.84591,-2.97909,-1.58123
906,-6.82091,-3.55098,-1.50891
907,-6.76771,-4.12108,-1.51159
908,-6.72128,-4.76636,-1.48447
909,-6.6592,-5.39909,-1.50038
910,-6.6793,-5.51076,-1.86678
911,-6.83474,-6.0727,-1.80411
912,-6.95336,-6.63562,-1.79042
913,-7.06275,-7.17717,-1.78156
914,-7.18385,-7.76196,-1.80441
915,-7.30115,-8.26444,-1.84044
916,-7.22654,-8.5369,-1.29152
917,-7.08197,-9.17157,-1.54527
918,-7.09782,-9.698,-1.62047
919,-7.12491,-10.3242,-1.66366
920,-7.18377,-10.9449,-1.68129
921,-7.24953,-11.5585,-1.73485
922,-7.34552,-12.1626,-1.76242
923,-7.45719,-12.7234,-1.8264
924,-7.5822,-13.2018,-1.81036
925,-7.58278,-13.2012,-1.30681
926,-7.41864,-13.7654,-1.29132
927,-7.24793,-14.3571,-1.31544
928,-7.08691,-14.9643,-1.32528
929,-6.93309,-15.5688,-1.32718
930,-6.78174,-16.2016,-1.4155
931,-6.69535,-16.8251,-1.50167
932,-6.65241,-17.4446,-1.567
933,-6.65471,-18.0442,-1.6377
934,-6.6773,-18.5122,-1.65316
935,-6.61004,-18.5632,-0.985485
936,-6.61823,-18.5545,-0.0162544
937,-6.07174,-18.5364,0.0535197
938,-5.48635,-18.5535,-0.111862
939,-4.87222,-18.6109,-0.0782984
940,-4.258,-18.6829,-0.163517
941,-3.65313,-18.7947,-0.216708
942,-3.13442,-18.9079,-0.211905
943,-2.52108,-19.0402,-0.123359
944,-1.90624,-19.1188,-0.179959
945,-1.27951,-19.248,-0.235315
946,-1.10334,-19.2925,-0.171234
947,-0.689308,-19.2279,0.156637
948,-0.110781,-19.1367,0.138362
949,0.495278,-19.1002,-0.0162427
950,1.1244,-19.131,-0.254607
951,1.72817,-19.3004,-0.325913
952,2.34004,-19.4739,-0.0740665
953,2.97665,-19.5017,0.00698998
954,3.60258,-19.4916,0.000313693
955,4.17195,-19.5269,-0.160029
956,4.72883,-19.6038,-0.161825
957,5.25416,-19.691,-0.248901
958,5.73608,-19.8048,-0.275087
959,6.18625,-19.9227,-0.341523
960,6.77611,-20.0797,-0.261673
961,7.35951,-20.2486,-0.288931
962,7.97907,-20.3718,-0.223491
963,8.58541,-20.4482,-0.0367869
964,9.20815,-20.4837,-0.100893
965,9.82209,-20.5571,-0.108035
966,10.2684,-20.6131,-0.166999
967,10.2867,-20.6144,0.686482
968,10.3086,-20.6228,1.58326
969,10.3107,-20.6515,1.64272
970,10.3136,-20.6812,1.64098
971,10.2895,-20.3499,1.64111
972,10.2444,-19.7656,1.64671
973,10.3162,-19.1809,1.36168
974,10.4489,-18.5806,1.39345
975,10.5531,-17.975,1.398
976,10.6507,-17.367,1.41085
977,10.7803,-16.739,1.38481
978,10.8939,-16.1251,1.431
979,11.0017,-15.5077,1.41887
980,11.0916,-14.899,1.4658
981,11.1722,-14.2976,1.47258
982,11.221,-13.7606,1.51714
983,11.2631,-13.1646,1.51397
984,11.2831,-12.5738,1.57156
985,11.2866,-11.9814,1.59205
986,11.2639,-11.3651,1.62859
987,11.2425,-10.7462,1.59207
988,11.2373,-10.1317,1.60596
989,11.2143,-9.51797,1.61371
990,11.1991,-8.90749,1.60305
991,11.1757,-8.29463,1.62797
992,11.1623,-7.70758,1.59548
993,11.1403,-7.09346,1.6283
994,11.1155,-6.50849,1.61842
995,11.0761,-5.92446,1.66452
996,11.0096,-5.3242,1.69052
997,10.958,-4.68245,1.62489
998,10.9345,-4.28571,1.64563
999,10.9561,-4.30824,2.36026
1000,10.4937,-3.95185,2.50744
1001,10.0405,-3.54811,2.18451
1002,9.67732,-3.08123,2.27582
1003,9.32422,-2.58218,2.09463
1004,8.98814,-2.0489,2.15118
1005,8.63799,-1.55711,2.21193
1006,8.24615,-1.08049,2.28762
1007,7.83719,-0.65479,2.3776
1008,7.59693,-0.439998,2.53533
1009,7.50001,-0.422622,3.01002
1010,6.93702,-0.36107,3.06463
1011,6.32927,-0.3215,3.02274
1012,5.71696,-0.256242,3.06577
1013,5.07343,-0.258453,-3.10125
1014,4.46909,-0.21265,3.00789
1015,3.84211,-0.1738,3.09335
1016,3.07081,-0.138116,3.10083
1017,2.4852,-0.126738,3.04489
1018,1.92774,-0.0647467,3.05316
1019,1.33381,-0.0415592,3.11387
1020,0.719592,-0.00760426,3.10101
1021,0.0985207,0.0179712,3.06155
1022,0.0455916,0.021835,3.0554
1023,0.0538013,0.0219959,-3.13994
1024,-0.571573,0.0252632,-3.11248
1025,-1.19921,-0.0112372,-3.0938
1026,-1.35908,-0.0181681,-3.08553
1027,-1.35133,-0.00500903,-2.16506
1028,-1.36224,-0.168574,-1.59896
1029,-1.38016,-0.731379,-1.61939
1030,-1.43287,-1.36278,-1.70322
1031,-1.53661,-2.01805,-1.76069
1032,-1.65986,-2.67416,-1.75977
1033,-1.79859,-3.32691,-1.80835
1034,-1.84187,-3.49432,-2.02675
1035,-1.83024,-3.49299,-2.65413
1036,-1.78833,-3.50199,3.05074
1037,-2.10523,-3.37445,2.80761
1038,-2.69225,-3.24815,2.89505
1039,-3.30498,-3.07162,2.86018
1040,-3.27894,-3.07106,-2.80113
1041,-3.22882,-3.08201,-1.79631
1042,-3.21136,-3.10513,-0.820183
1043,-3.18845,-3.13908,0.137871
1044,-3.20111,-3.16637,1.11968
1045,-3.16848,-3.12288,1.01541
1046,-3.16126,-3.12224,0.644837
1047,-3.20991,-3.134,0.107881
1048,-2.91171,-3.20964,-0.191898
1049,-2.32859,-3.31373,-0.167017
1050,-1.73706,-3.39065,-0.0829526
1051,-1.0758,-3.46573,-0.171244
1052,-0.440944,-3.55366,-0.127486
1053,-0.0195098,-3.61721,-0.189306
1054,0.0206355,-3.5592,0.549672
1055,0.0297325,-3.46337,1.58274
1056,0.0613322,-3.44594,2.56035
1057,0.115119,-3.47167,-2.70874
1058,0.131535,-3.51583,-1.76489
1059,-0.00957485,-4.13271,-1.83934
1060,-0.187417,-4.79677,-1.82905
1061,-0.325597,-5.26757,-1.94523
1062,-0.321819,-5.27555,-2.50628
1063,-0.295938,-5.27685,-3.10067
1064,-0.569073,-5.21524,2.91935
1065,-1.14822,-5.12607,3.04297
1066,-1.70329,-5.05556,2.9883
1067,-1.68998,-5.04957,-2.85951
1068,-1.68675,-5.04562,-2.18301
1069,-1.68649,-5.04248,-2.01082
1070,-1.6734,-5.04253,-2.54662
1071,-2.14719,-5.28602,-2.67215
1072,-2.59658,-5.50825,-2.73932
1073,-2.56205,-5.51368,3.03576
1074,-3.08103,-5.43143,3.00281
1075,-3.65071,-5.34706,3.02075
1076,-3.67424,-5.34017,-2.86051
1077,-3.69601,-5.38068,-2.05782
1078,-3.95025,-5.99989,-2.01442
1079,-4.19983,-6.582,-1.95422
1080,-4.17914,-6.59079,-2.44489
1081,-4.60963,-6.87094,-2.57031
1082,-4.79396,-7.00214,-2.29244
1083,-4.76692,-7.05935,-1.26232
1084,-4.68384,-7.08703,-0.297001
1085,-4.68344,-7.06301,0.701375
1086,-4.31712,-6.57493,0.937593
1087,-3.93427,-6.06811,0.929249
1088,-3.57393,-5.55971,0.916093
1089,-3.52447,-5.49738,0.821321
1090,-3.53653,-5.48918,0.207621
1091,-3.00371,-5.45774,0.0315699
1092,-2.38877,-5.44318,0.0170712
1093,-1.82451,-5.44535,-0.0472837
1094,-1.8083,-5.45217,-0.451019
1095,-1.78787,-5.46441,-1.04031
1096,-1.78229,-5.45814,-1.6111
1097,-1.86654,-5.78873,-1.82627
1098,-2.04442,-6.39116,-1.88288
1099,-2.25097,-6.95275,-1.97885
1100,-2.2571,-6.9713,-1.61561
1101,-2.1979,-7.23623,-1.34958
1102,-2.19842,-7.2452,-1.74311
1103,-2.32549,-7.85566,-1.77679
1104,-2.46321,-8.49224,-1.80439
1105,-2.61823,-9.11495,-1.82219
1106,-2.74398,-9.59236,-1.84732
1107,-2.74314,-9.60076,-1.59107
1108,-2.71213,-10.2279,-1.58313
1109,-2.76579,-10.8727,-1.68695
1110,-2.84153,-11.481,-1.73637
1111,-3.01282,-12.011,-1.83753
1112,-3.04773,-12.593,-1.49096
1113,-3.01295,-13.2329,-1.58622
1114,-3.02164,-13.8512,-1.56909
1115,-3.01757,-14.4358,-1.58518
1116,-3.0042,-15.0858,-1.54883
1117,-3.00086,-15.1835,-1.67649
1118,-2.99743,-15.181,-2.28351
1119,-2.98641,-15.1756,-2.715
1120,-3.54763,-15.3821,-2.77853
1121,-3.73517,-15.4498,-2.89701
1122,-3.72852,-15.4518,2.83602
1123,-4.27613,-15.2695,2.85303
1124,-4.83158,-15.1432,2.95188
1125,-5.45496,-15.0206,2.96546
1126,-5.53403,-15.0054,-2.97787
1127,-5.52516,-15.0084,-1.92054
1128,-5.51904,-15.0061,-0.933095
1129,-5.5006,-15.0119,0.0825856
1130,-4.90995,-14.9451,0.0964009
1131,-4.13454,-15.0693,-0.335169
1132,-3.52091,-15.2857,-0.354684
1133,-2.97104,-15.5129,-0.393199
1134,-2.71622,-15.6198,-0.490002
1135,-2.70599,-15.6309,-1.04567
1136,-2.70596,-15.6349,-1.60726
1137,-2.75898,-15.9385,-1.79104
1138,-2.91182,-16.5734,-1.80712
1139,-3.02941,-17.0741,-1.88104
1140,-3.01245,-17.0597,-2.3616
1141,-2.99346,-17.0567,-2.91086
1142,-3.36024,-17.0125,3.00665
1143,-3.96103,-16.9623,3.09526
1144,-4.54521,-16.9253,3.06393
1145,-5.12682,-16.8766,3.03773
1146,-5.70538,-16.8147,3.05675
1147,-6.28845,-16.7999,3.12862
1148,-6.89301,-16.795,3.12171
1149,-6.99083,-16.8325,-2.70061
1150,-6.99377,-16.9098,-1.78632
1151,-6.98674,-16.9235,-0.789992
1152,-6.96117,-16.9199,0.255107
1153,-6.9459,-16.911,1.26031
1154,-7.01105,-16.5934,1.8025
1155,-7.15239,-15.9682,1.75155
1156,-7.2569,-15.3612,1.76015
1157,-7.39011,-14.7904,1.86954
1158,-7.52147,-14.1866,1.7392
1159,-7.58461,-13.5877,1.64499
1160,-7.60989,-12.9498,1.50814
1161,-7.51248,-12.3149,1.41849
1162,-7.42349,-11.6804,1.47674
1163,-7.36372,-11.0359,1.47153
1164,-7.31852,-10.3944,1.55731
1165,-7.31087,-9.85179,1.53423
1166,-7.30136,-9.86027,2.0227
1167,-7.25343,-9.86566,2.95888
1168,-7.22026,-9.83895,-2.42132
1169,-7.22443,-9.89154,-1.59997
1170,-7.23068,-10.4757,-1.59352
1171,-7.22653,-11.1097,-1.56208
1172,-7.22646,-11.7045,-1.62487
1173,-7.25279,-12.3265,-1.6161
1174,-7.29216,-12.951,-1.68524
1175,-7.3747,-13.5617,-1.71907
1176,-7.4692,-14.1816,-1.76268
1177,-7.5863,-14.7894,-1.76058
1178,-7.71449,-15.4011,-1.80773
1179,-7.84967,-16.0048,-1.77834
1180,-7.90264,-16.2573,-1.78529
1181,-7.90116,-16.2576,-0.957101
1182,-7.8432,-16.272,-0.24487
1183,-7.22636,-16.4184,-0.219538
1184,-6.59018,-16.5304,-0.149989
1185,-5.9594,-16.638,-0.18226
1186,-5.32456,-16.7299,-0.116095
1187,-4.66809,-16.8125,-0.15323
1188,-4.03783,-16.8995,-0.135178
1189,-3.37478,-17.0018,-0.113556
1190,-3.04365,-17.0398,-0.105601
1191,-3.02798,-17.0455,0.814435
1192,-3.02097,-16.9634,1.61188
1193,-3.01833,-16.3585,1.47979
1194,-2.98028,-15.7826,1.52179
1195,-2.95506,-15.1582,1.57408
1196,-2.95295,-14.5269,1.40137
1197,-2.85304,-13.9097,1.4126
1198,-2.78289,-13.2866,1.67139
1199,-2.80407,-12.6669,1.45666
1200,-2.75041,-12.0356,1.52565
1201,-2.72883,-11.4148,1.58144
1202,-2.74297,-10.7903,1.60435
1203,-2.77805,-10.1945,1.51438
1204,-2.66677,-9.59912,1.36754
1205,-2.56122,-9.03379,1.39706
1206,-2.47872,-8.4419,1.45822
1207,-2.34424,-7.82819,1.37204
1208,-2.23466,-7.20149,1.43664
1209,-2.15083,-6.57737,1.43461
1210,-2.08909,-5.95677,1.45506
1211,-1.95923,-5.34103,1.38532
1212,-1.84351,-4.73662,1.43872
1213,-1.77739,-4.14149,1.51595
1214,-1.68675,-3.38973,1.29902
1215,-1.52949,-2.80374,1.36275
1216,-1.48559,-2.2839,1.58679
1217,-1.46461,-1.73254,1.57255
1218,-1.4739,-1.14231,1.52188
1219,-1.45625,-0.319981,1.55247
1220,-1.47218,0.266907,1.64321
1221,-1.47157,0.2651,1.19046
1222,-1.46198,0.275201,0.593153
1223,-1.45026,0.278462,0.0335256
1224,-0.873131,0.208703,-0.149382
1225,-0.253818,0.119442,-0.135618
1226,-0.148306,0.104934,-0.152349
1227,-0.148306,0.104934,-0.153011
